,NO.,CLUSTERED,ACTUAL,RECEPTION DATETIME
3,604,37280002,576,09-May-2022 19:11:54
4,605,8010033,591,09-May-2022 19:11:54
5,606,30450051,344,09-May-2022 19:11:55
6,607,80070041,533,09-May-2022 19:11:55
7,608,55470010,621,09-May-2022 19:11:55
8,609,33080009,271,09-May-2022 19:11:55
9,610,30380007,661,09-May-2022 19:11:55
10,611,29260042,637,09-May-2022 19:11:56
11,612,49310032,675,09-May-2022 19:11:56
12,613,83110043,243,09-May-2022 19:11:57
13,614,31120064,484,09-May-2022 19:11:57
14,615,59040008,696,09-May-2022 19:11:58
15,616,21070026,379,09-May-2022 19:11:58
16,617,31150006,580,09-May-2022 19:11:58
17,618,22090026,506,09-May-2022 19:11:58
18,619,6100018,347,09-May-2022 19:11:59
19,620,10150024,461,09-May-2022 19:11:59
20,621,53160076,262,09-May-2022 19:12:00
21,622,55370002,377,09-May-2022 19:12:01
22,623,52090063,629,09-May-2022 19:12:02
23,624,55410002,518,09-May-2022 19:12:02
24,625,55360036,539,09-May-2022 19:12:03
25,626,83150009,584,09-May-2022 19:12:03
26,627,17050015,556,09-May-2022 19:12:03
27,628,55310030,578,09-May-2022 19:12:03
28,629,37300014,507,09-May-2022 19:12:04
29,630,30220212,444,09-May-2022 19:12:05
30,631,55220089,404,09-May-2022 19:12:06
31,632,46060007,486,09-May-2022 19:12:06
32,633,75010597,676,09-May-2022 19:12:06
33,634,22430004,636,09-May-2022 19:12:07
34,635,4060016,374,09-May-2022 19:12:08
35,636,30220140,540,09-May-2022 19:12:08
36,637,30300016,324,09-May-2022 19:12:08
37,638,49060036,337,09-May-2022 19:12:08
38,639,35020034,474,09-May-2022 19:12:09
39,640,52080027,458,09-May-2022 19:12:09
40,641,31310001,461,09-May-2022 19:12:09
41,642,15270055,463,09-May-2022 19:12:09
42,643,64180028,454,09-May-2022 19:12:09
43,644,63120094,439,09-May-2022 19:12:10
44,645,76050431,398,09-May-2022 19:12:10
45,646,12190029,422,09-May-2022 19:12:11
46,647,37010053,210,09-May-2022 19:12:12
47,648,35110008,346,09-May-2022 19:12:12
48,649,6080060,471,09-May-2022 19:12:12
49,650,68060009,350,09-May-2022 19:12:14
0,651,40020027,483,09-May-2022 19:12:14
1,652,55060037,632,09-May-2022 19:12:15
2,653,55110043,520,09-May-2022 19:12:15
3,654,63120045,475,09-May-2022 19:12:16
4,655,55410044,590,09-May-2022 19:12:16
5,656,7020005,497,09-May-2022 19:12:16
6,657,31010024,584,09-May-2022 19:12:17
7,658,24020648,468,09-May-2022 19:12:18
8,659,31250001,355,09-May-2022 19:12:18
9,660,33110033,425,09-May-2022 19:12:18
10,661,65020028,579,09-May-2022 19:12:19
11,662,69010005,491,09-May-2022 19:12:19
12,663,12120044,671,09-May-2022 19:12:19
13,664,85030003,295,09-May-2022 19:12:20
14,665,33020033,598,09-May-2022 19:12:21
15,666,37390006,488,09-May-2022 19:12:21
16,667,35120010,537,09-May-2022 19:12:21
17,668,8090040,672,09-May-2022 19:12:22
18,669,31030031,479,09-May-2022 19:12:22
19,670,49070035,485,09-May-2022 19:12:22
20,671,11020191,497,09-May-2022 19:12:22
21,672,66020012,332,09-May-2022 19:12:23
22,673,83050046,486,09-May-2022 19:12:23
23,674,75010437,648,09-May-2022 19:12:23
24,675,35120011,303,09-May-2022 19:12:24
25,676,33130008,574,09-May-2022 19:12:25
26,677,27020002,401,09-May-2022 19:12:25
27,678,33070050,462,09-May-2022 19:12:25
28,679,31300032,403,09-May-2022 19:12:26
29,680,77050015,322,09-May-2022 19:12:26
30,681,48100038,220,09-May-2022 19:12:26
31,682,49190031,478,09-May-2022 19:12:26
32,683,63190058,84,09-May-2022 19:12:26
33,684,53170062,263,09-May-2022 19:12:26
34,685,10290028,521,09-May-2022 19:12:26
35,686,45070048,541,09-May-2022 19:12:27
36,687,26020008,567,09-May-2022 19:12:27
37,688,15110039,312,09-May-2022 19:12:28
38,689,64070074,478,09-May-2022 19:12:28
39,690,69100011,575,09-May-2022 19:12:28
40,691,64070057,366,09-May-2022 19:12:28
41,692,56220100,223,09-May-2022 19:12:28
42,693,14170050,492,09-May-2022 19:12:29
43,694,30100014,348,09-May-2022 19:12:29
44,695,37030009,363,09-May-2022 19:12:29
45,696,64100013,503,09-May-2022 19:12:29
46,697,1220009,282,09-May-2022 19:12:29
47,698,55320130,587,09-May-2022 19:12:30
48,699,37250023,423,09-May-2022 19:12:30
49,700,34220014,523,09-May-2022 19:12:30
0,701,12360018,145,09-May-2022 19:12:30
1,702,17340009,645,09-May-2022 19:12:30
2,703,29050013,408,09-May-2022 19:12:30
3,704,81060006,324,09-May-2022 19:12:31
4,705,47180002,465,09-May-2022 19:12:31
5,706,26070005,321,09-May-2022 19:12:31
6,707,75010211,611,09-May-2022 19:12:31
7,708,37140008,471,09-May-2022 19:12:31
8,709,14040047,546,09-May-2022 19:12:31
9,710,31040019,348,09-May-2022 19:12:32
10,711,53130009,326,09-May-2022 19:12:32
11,712,33110019,547,09-May-2022 19:12:32
12,713,33100048,478,09-May-2022 19:12:32
13,714,43050291,501,09-May-2022 19:12:32
14,715,21110033,568,09-May-2022 19:12:32
15,716,55470009,386,09-May-2022 19:12:33
16,717,77010003,500,09-May-2022 19:12:33
17,718,68100004,417,09-May-2022 19:12:33
18,719,72250004,323,09-May-2022 19:12:33
19,720,17320012,492,09-May-2022 19:12:33
20,721,15020007,234,09-May-2022 19:12:33
21,722,13030027,383,09-May-2022 19:12:33
22,723,30210017,342,09-May-2022 19:12:33
23,724,6070003,683,09-May-2022 19:12:33
24,725,3020025,173,09-May-2022 19:12:33
25,726,2030080,606,09-May-2022 19:12:33
26,727,50140003,387,09-May-2022 19:12:34
27,728,55110115,625,09-May-2022 19:12:34
28,729,13140013,593,09-May-2022 19:12:35
29,730,45280009,554,09-May-2022 19:12:35
30,731,55160010,470,09-May-2022 19:12:35
31,732,33020025,348,09-May-2022 19:12:35
32,733,46240024,404,09-May-2022 19:12:35
33,734,30220108,483,09-May-2022 19:12:35
34,735,53050009,431,09-May-2022 19:12:35
35,736,60230001,373,09-May-2022 19:12:36
36,737,55430020,706,09-May-2022 19:12:36
37,738,55330004,628,09-May-2022 19:12:36
38,739,39020715,305,09-May-2022 19:12:36
39,740,13120035,684,09-May-2022 19:12:36
40,741,29160001,549,09-May-2022 19:12:37
41,742,15050005,179,09-May-2022 19:12:37
42,743,45020066,518,09-May-2022 19:12:38
43,744,33060009,570,09-May-2022 19:12:38
44,745,54080058,389,09-May-2022 19:12:38
45,746,19080023,679,09-May-2022 19:12:38
46,747,30250069,494,09-May-2022 19:12:39
47,748,30400094,235,09-May-2022 19:12:39
48,749,15270005,429,09-May-2022 19:12:39
49,750,45220002,460,09-May-2022 19:12:39
0,751,37100009,497,09-May-2022 19:12:39
1,752,55120035,501,09-May-2022 19:12:39
2,753,37010023,268,09-May-2022 19:12:39
3,754,17220028,390,09-May-2022 19:12:39
4,755,30280072,392,09-May-2022 19:12:39
5,756,54100019,413,09-May-2022 19:12:39
6,757,65020001,505,09-May-2022 19:12:40
7,758,2090003,467,09-May-2022 19:12:40
8,759,39061052,366,09-May-2022 19:12:40
9,760,55440073,524,09-May-2022 19:12:41
10,761,55210005,559,09-May-2022 19:12:41
11,762,37380012,112,09-May-2022 19:12:42
12,763,34050372,459,09-May-2022 19:12:42
13,764,31010002,583,09-May-2022 19:12:42
14,765,31140081,608,09-May-2022 19:12:42
15,766,14040106,484,09-May-2022 19:12:42
16,767,56470029,437,09-May-2022 19:12:43
17,768,37310020,147,09-May-2022 19:12:43
18,769,59100037,655,09-May-2022 19:12:43
19,770,46130006,649,09-May-2022 19:12:44
20,771,22190038,572,09-May-2022 19:12:44
21,772,17320040,389,09-May-2022 19:12:44
22,773,17230006,625,09-May-2022 19:12:44
23,774,55420020,409,09-May-2022 19:12:44
24,775,4020002,607,09-May-2022 19:12:44
25,776,40060038,528,09-May-2022 19:12:46
26,777,5070063,472,09-May-2022 19:12:46
27,778,14190091,671,09-May-2022 19:12:46
28,779,78080013,296,09-May-2022 19:12:46
29,780,37390030,460,09-May-2022 19:12:46
30,781,30190018,620,09-May-2022 19:12:46
31,782,30210049,159,09-May-2022 19:12:46
32,783,31160019,487,09-May-2022 19:12:47
33,784,60040003,291,09-May-2022 19:12:47
34,785,72020019,571,09-May-2022 19:12:48
35,786,22470029,584,09-May-2022 19:12:48
36,787,29240055,352,09-May-2022 19:12:48
37,788,22190054,596,09-May-2022 19:12:48
38,789,45010053,508,09-May-2022 19:12:49
39,790,12110038,533,09-May-2022 19:12:49
40,791,34220034,604,09-May-2022 19:12:49
41,792,29030026,648,09-May-2022 19:12:49
42,793,22070036,349,09-May-2022 19:12:49
43,794,19120001,486,09-May-2022 19:12:49
44,795,31180031,439,09-May-2022 19:12:50
45,796,47150025,671,09-May-2022 19:12:50
46,797,26170023,469,09-May-2022 19:12:50
47,798,42150003,480,09-May-2022 19:12:50
48,799,46100125,532,09-May-2022 19:12:51
49,800,55220082,529,09-May-2022 19:12:51
0,801,26180021,102,09-May-2022 19:12:51
1,802,43120006,511,09-May-2022 19:12:51
2,803,37360009,486,09-May-2022 19:12:51
3,804,30190020,590,09-May-2022 19:12:51
4,805,42050004,371,09-May-2022 19:12:51
5,806,30010006,247,09-May-2022 19:12:52
6,807,15260004,430,09-May-2022 19:12:52
7,808,30120004,426,09-May-2022 19:12:52
8,809,55470020,604,09-May-2022 19:12:52
9,810,15160005,538,09-May-2022 19:12:52
10,811,17050055,485,09-May-2022 19:12:53
11,812,37360005,379,09-May-2022 19:12:53
12,813,12470012,256,09-May-2022 19:12:53
13,814,73060001,436,09-May-2022 19:12:53
14,815,83130026,545,09-May-2022 19:12:54
15,816,10280020,483,09-May-2022 19:12:54
16,817,55320010,360,09-May-2022 19:12:54
17,818,45310036,435,09-May-2022 19:12:55
18,819,37480041,293,09-May-2022 19:12:55
19,820,77010012,501,09-May-2022 19:12:55
20,821,29270004,461,09-May-2022 19:12:55
21,822,55220022,507,09-May-2022 19:12:56
22,823,77010004,323,09-May-2022 19:12:56
23,824,12170021,350,09-May-2022 19:12:56
24,825,12120017,510,09-May-2022 19:12:56
25,826,35040050,649,09-May-2022 19:12:56
26,827,75010044,452,09-May-2022 19:12:57
27,828,31010060,472,09-May-2022 19:12:57
28,829,43050178,567,09-May-2022 19:12:57
29,830,45270059,494,09-May-2022 19:12:57
30,831,24020307,655,09-May-2022 19:12:57
31,832,24020477,424,09-May-2022 19:12:57
32,833,34240120,630,09-May-2022 19:12:58
33,834,31010065,628,09-May-2022 19:12:58
34,835,48060003,383,09-May-2022 19:12:58
35,836,17220027,453,09-May-2022 19:12:58
36,837,66120058,314,09-May-2022 19:12:58
37,838,64010007,295,09-May-2022 19:12:59
38,839,11060034,372,09-May-2022 19:12:59
39,840,46040017,630,09-May-2022 19:12:59
40,841,55060022,471,09-May-2022 19:13:00
41,842,47030056,571,09-May-2022 19:13:00
42,843,72200033,288,09-May-2022 19:13:00
43,844,2070016,379,09-May-2022 19:13:00
44,845,22310046,573,09-May-2022 19:13:00
45,846,31150001,448,09-May-2022 19:13:00
46,847,69140026,398,09-May-2022 19:13:00
47,848,29270012,493,09-May-2022 19:13:01
48,849,39141524,435,09-May-2022 19:13:01
49,850,6030008,336,09-May-2022 19:13:02
0,851,14050042,508,09-May-2022 19:13:02
1,852,29140049,454,09-May-2022 19:13:02
2,853,13040073,474,09-May-2022 19:13:02
3,854,64150005,271,09-May-2022 19:13:02
4,855,39010420,577,09-May-2022 19:13:02
5,856,81060001,493,09-May-2022 19:13:02
6,857,44050004,616,09-May-2022 19:13:03
7,858,64100012,558,09-May-2022 19:13:03
8,859,5040038,321,09-May-2022 19:13:03
9,860,26220017,243,09-May-2022 19:13:03
10,861,17340061,266,09-May-2022 19:13:03
11,862,60210042,184,09-May-2022 19:13:04
12,863,50070027,354,09-May-2022 19:13:04
13,864,54060093,415,09-May-2022 19:13:04
14,865,29020005,148,09-May-2022 19:13:04
15,866,77070007,432,09-May-2022 19:13:04
16,867,17010056,257,09-May-2022 19:13:05
17,868,75040376,574,09-May-2022 19:13:05
18,869,22060014,346,09-May-2022 19:13:05
19,870,24021182,622,09-May-2022 19:13:05
20,871,33120009,558,09-May-2022 19:13:06
21,872,8040092,569,09-May-2022 19:13:06
22,873,24070008,552,09-May-2022 19:13:06
23,874,29330012,571,09-May-2022 19:13:06
24,875,31140088,390,09-May-2022 19:13:07
25,876,73080008,342,09-May-2022 19:13:07
26,877,27080018,9,09-May-2022 19:13:07
27,878,22300103,449,09-May-2022 19:13:07
28,879,75010802,541,09-May-2022 19:13:07
29,880,63120025,588,09-May-2022 19:13:07
30,881,43050299,601,09-May-2022 19:13:08
31,882,29280018,579,09-May-2022 19:13:08
32,883,42150001,402,09-May-2022 19:13:09
33,884,11020187,444,09-May-2022 19:13:09
34,885,43150013,326,09-May-2022 19:13:09
35,886,73410014,568,09-May-2022 19:13:10
36,887,64120022,221,09-May-2022 19:13:10
37,888,56460052,660,09-May-2022 19:13:10
38,889,29100006,349,09-May-2022 19:13:10
39,890,45030050,474,09-May-2022 19:13:10
40,891,33030008,349,09-May-2022 19:13:11
41,892,1050002,148,09-May-2022 19:13:11
42,893,1060005,335,09-May-2022 19:13:11
43,894,67140017,487,09-May-2022 19:13:11
44,895,29240028,342,09-May-2022 19:13:11
45,896,24021190,167,09-May-2022 19:13:12
46,897,35110007,284,09-May-2022 19:13:12
47,898,8090005,467,09-May-2022 19:13:12
48,899,32130110,515,09-May-2022 19:13:12
49,900,55400017,419,09-May-2022 19:13:13
0,901,67060033,454,09-May-2022 19:13:13
1,902,45280026,593,09-May-2022 19:13:13
2,903,29050027,467,09-May-2022 19:13:14
3,904,19130014,439,09-May-2022 19:13:14
4,905,26130006,135,09-May-2022 19:13:15
5,906,10250011,581,09-May-2022 19:13:15
6,907,72020008,594,09-May-2022 19:13:15
7,908,33010022,320,09-May-2022 19:13:15
8,909,55220041,536,09-May-2022 19:13:15
9,910,34010030,577,09-May-2022 19:13:16
10,911,33140046,368,09-May-2022 19:13:16
11,912,15110033,544,09-May-2022 19:13:16
12,913,26120007,340,09-May-2022 19:13:16
13,914,65040012,543,09-May-2022 19:13:16
14,915,15270042,521,09-May-2022 19:13:16
15,916,39040683,463,09-May-2022 19:13:17
16,917,35010015,320,09-May-2022 19:13:17
17,918,12400019,348,09-May-2022 19:13:18
18,919,12090024,559,09-May-2022 19:13:18
19,920,31090017,463,09-May-2022 19:13:18
20,921,69160002,557,09-May-2022 19:13:19
21,922,27090004,240,09-May-2022 19:13:19
22,923,55460096,472,09-May-2022 19:13:19
23,924,30320021,195,09-May-2022 19:13:19
24,925,28160006,388,09-May-2022 19:13:20
25,926,15150021,383,09-May-2022 19:13:20
26,927,63170016,633,09-May-2022 19:13:20
27,928,29030019,553,09-May-2022 19:13:21
28,929,67100020,326,09-May-2022 19:13:21
29,930,55320177,492,09-May-2022 19:13:21
30,931,83130022,364,09-May-2022 19:13:21
31,932,22110079,502,09-May-2022 19:13:21
32,933,26100013,360,09-May-2022 19:13:21
33,934,55480002,617,09-May-2022 19:13:22
34,935,30180003,215,09-May-2022 19:13:22
35,936,3080015,565,09-May-2022 19:13:22
36,937,22500030,602,09-May-2022 19:13:22
37,938,21010063,580,09-May-2022 19:13:22
38,939,33060005,580,09-May-2022 19:13:22
39,940,56490027,355,09-May-2022 19:13:23
40,941,11020089,464,09-May-2022 19:13:23
41,942,81050020,338,09-May-2022 19:13:23
42,943,37080058,503,09-May-2022 19:13:23
43,944,55100026,595,09-May-2022 19:13:23
44,945,15130021,571,09-May-2022 19:13:24
45,946,30440010,359,09-May-2022 19:13:24
46,947,15140001,643,09-May-2022 19:13:24
47,948,75010034,578,09-May-2022 19:13:24
48,949,64030029,347,09-May-2022 19:13:24
49,950,34050240,560,09-May-2022 19:13:24
0,951,43080035,328,09-May-2022 19:13:24
1,952,26070021,148,09-May-2022 19:13:24
2,953,49210018,443,09-May-2022 19:13:25
3,954,26010014,234,09-May-2022 19:13:25
4,955,78030003,574,09-May-2022 19:13:26
5,956,43080056,536,09-May-2022 19:13:26
6,957,55320178,522,09-May-2022 19:13:26
7,958,60170003,364,09-May-2022 19:13:26
8,959,15170032,355,09-May-2022 19:13:26
9,960,56050014,394,09-May-2022 19:13:26
10,961,31070024,496,09-May-2022 19:13:27
11,962,30430076,552,09-May-2022 19:13:27
12,963,49190021,414,09-May-2022 19:13:27
13,964,55370013,487,09-May-2022 19:13:27
14,965,4070080,455,09-May-2022 19:13:27
15,966,29020017,145,09-May-2022 19:13:27
16,967,15280037,564,09-May-2022 19:13:27
17,968,30020030,243,09-May-2022 19:13:27
18,969,21080235,429,09-May-2022 19:13:28
19,970,3120052,477,09-May-2022 19:13:28
20,971,37340002,357,09-May-2022 19:13:28
21,972,10340021,578,09-May-2022 19:13:28
22,973,30190015,509,09-May-2022 19:13:28
23,974,68060005,423,09-May-2022 19:13:28
24,975,52090006,607,09-May-2022 19:13:28
25,976,71140015,474,09-May-2022 19:13:29
26,977,22300316,629,09-May-2022 19:13:29
27,978,33130019,581,09-May-2022 19:13:29
28,979,63120135,517,09-May-2022 19:13:29
29,980,60070066,415,09-May-2022 19:13:29
30,981,32130074,266,09-May-2022 19:13:30
31,982,39111301,531,09-May-2022 19:13:30
32,983,37470074,158,09-May-2022 19:13:30
33,984,72020036,553,09-May-2022 19:13:30
34,985,49290006,624,09-May-2022 19:13:30
35,986,63120074,577,09-May-2022 19:13:30
36,987,30220307,451,09-May-2022 19:13:30
37,988,37130023,225,09-May-2022 19:13:31
38,989,71020033,347,09-May-2022 19:13:31
39,990,30220254,428,09-May-2022 19:13:31
40,991,30120082,586,09-May-2022 19:13:32
41,992,14060041,590,09-May-2022 19:13:32
42,993,58020518,569,09-May-2022 19:13:33
43,994,69010016,591,09-May-2022 19:13:33
44,995,56100017,460,09-May-2022 19:13:33
45,996,55070020,551,09-May-2022 19:13:33
46,997,29280038,282,09-May-2022 19:13:33
47,998,60210026,400,09-May-2022 19:13:34
48,999,75010678,609,09-May-2022 19:13:34
49,1000,2120001,523,09-May-2022 19:13:34
0,1001,43050156,568,09-May-2022 19:13:35
1,1002,55110013,681,09-May-2022 19:13:35
2,1003,15170028,617,09-May-2022 19:13:35
3,1004,30130002,442,09-May-2022 19:13:35
4,1005,40030026,339,09-May-2022 19:13:36
5,1006,30350056,516,09-May-2022 19:13:36
6,1007,29080004,500,09-May-2022 19:13:36
7,1008,50030007,373,09-May-2022 19:13:37
8,1009,58010067,556,09-May-2022 19:13:37
9,1010,17180081,443,09-May-2022 19:13:37
10,1011,6010003,351,09-May-2022 19:13:37
11,1012,27080007,51,09-May-2022 19:13:37
12,1013,19130020,442,09-May-2022 19:13:37
13,1014,28090045,384,09-May-2022 19:13:38
14,1015,73150028,447,09-May-2022 19:13:38
15,1016,48180027,363,09-May-2022 19:13:38
16,1017,31060012,412,09-May-2022 19:13:38
17,1018,54100065,434,09-May-2022 19:13:38
18,1019,43050003,119,09-May-2022 19:13:39
19,1020,49240071,532,09-May-2022 19:13:39
20,1021,52020012,529,09-May-2022 19:13:39
21,1022,22260286,624,09-May-2022 19:13:39
22,1023,34170009,662,09-May-2022 19:13:39
23,1024,69160088,472,09-May-2022 19:13:39
24,1025,13200003,377,09-May-2022 19:13:39
25,1026,74030517,636,09-May-2022 19:13:39
26,1027,55150039,719,09-May-2022 19:13:40
27,1028,55110048,450,09-May-2022 19:13:40
28,1029,29240019,441,09-May-2022 19:13:41
29,1030,29070008,410,09-May-2022 19:13:41
30,1031,30070022,396,09-May-2022 19:13:41
31,1032,74030505,560,09-May-2022 19:13:41
32,1033,55220114,518,09-May-2022 19:13:42
33,1034,30190031,479,09-May-2022 19:13:42
34,1035,50060007,277,09-May-2022 19:13:42
35,1036,75010057,525,09-May-2022 19:13:42
36,1037,73150050,398,09-May-2022 19:13:42
37,1038,21080239,414,09-May-2022 19:13:42
38,1039,15040010,426,09-May-2022 19:13:42
39,1040,8090050,480,09-May-2022 19:13:42
40,1041,17180096,520,09-May-2022 19:13:42
41,1042,37080129,497,09-May-2022 19:13:43
42,1043,31090040,416,09-May-2022 19:13:43
43,1044,33110034,383,09-May-2022 19:13:43
44,1045,55240120,456,09-May-2022 19:13:43
45,1046,33090001,495,09-May-2022 19:13:43
46,1047,33120020,465,09-May-2022 19:13:43
47,1048,64080029,206,09-May-2022 19:13:44
48,1049,21200159,330,09-May-2022 19:13:44
49,1050,47010042,495,09-May-2022 19:13:44
0,1051,56290022,282,09-May-2022 19:13:44
1,1052,83070003,584,09-May-2022 19:13:45
2,1053,1240005,665,09-May-2022 19:13:45
3,1054,34170042,392,09-May-2022 19:13:45
4,1055,30440025,679,09-May-2022 19:13:45
5,1056,10030085,477,09-May-2022 19:13:45
6,1057,15180020,491,09-May-2022 19:13:46
7,1058,19040031,382,09-May-2022 19:13:46
8,1059,31210009,386,09-May-2022 19:13:46
9,1060,69160091,512,09-May-2022 19:13:46
10,1061,14190108,578,09-May-2022 19:13:46
11,1062,37180004,446,09-May-2022 19:13:46
12,1063,30220110,444,09-May-2022 19:13:46
13,1064,48120011,287,09-May-2022 19:13:47
14,1065,52150037,503,09-May-2022 19:13:47
15,1066,50040037,468,09-May-2022 19:13:47
16,1067,31010023,460,09-May-2022 19:13:47
17,1068,64030041,320,09-May-2022 19:13:47
18,1069,55210003,548,09-May-2022 19:13:48
19,1070,1070004,386,09-May-2022 19:13:48
20,1071,24020055,519,09-May-2022 19:13:48
21,1072,39071680,446,09-May-2022 19:13:48
22,1073,55220063,666,09-May-2022 19:13:48
23,1074,5120013,254,09-May-2022 19:13:48
24,1075,29240024,549,09-May-2022 19:13:49
25,1076,31020052,321,09-May-2022 19:13:49
26,1077,51020012,417,09-May-2022 19:13:49
27,1078,38110008,488,09-May-2022 19:13:49
28,1079,12310007,532,09-May-2022 19:13:50
29,1080,45030037,505,09-May-2022 19:13:50
30,1081,29200032,563,09-May-2022 19:13:51
31,1082,34050432,456,09-May-2022 19:13:51
32,1083,74030258,334,09-May-2022 19:13:51
33,1084,51060037,160,09-May-2022 19:13:51
34,1085,8080023,618,09-May-2022 19:13:51
35,1086,45130055,483,09-May-2022 19:13:52
36,1087,67010020,626,09-May-2022 19:13:52
37,1088,5110013,593,09-May-2022 19:13:52
38,1089,34290022,343,09-May-2022 19:13:52
39,1090,55320161,520,09-May-2022 19:13:52
40,1091,32010018,210,09-May-2022 19:13:52
41,1092,75010867,601,09-May-2022 19:13:53
42,1093,29260038,171,09-May-2022 19:13:53
43,1094,37130010,294,09-May-2022 19:13:53
44,1095,49220002,413,09-May-2022 19:13:53
45,1096,29260011,416,09-May-2022 19:13:53
46,1097,54210019,612,09-May-2022 19:13:54
47,1098,12330012,540,09-May-2022 19:13:54
48,1099,3130007,466,09-May-2022 19:13:54
49,1100,6070023,356,09-May-2022 19:13:55
0,1101,34050026,595,09-May-2022 19:13:55
1,1102,40010052,324,09-May-2022 19:13:55
2,1103,40050048,282,09-May-2022 19:13:55
3,1104,21110038,445,09-May-2022 19:13:55
