,NO.,CLUSTERED,ACTUAL,RECEPTION DATETIME
6,19007,5100004,505,09-May-2022 19:28:10
7,19008,2020067,516,09-May-2022 19:28:10
8,19009,15020027,341,09-May-2022 19:28:10
9,19010,49110107,571,09-May-2022 19:28:10
10,19011,21030320,602,09-May-2022 19:28:10
11,19012,74010210,604,09-May-2022 19:28:10
12,19013,75020137,569,09-May-2022 19:28:10
13,19014,15010006,472,09-May-2022 19:28:11
14,19015,49050001,541,09-May-2022 19:28:11
15,19016,49030251,382,09-May-2022 19:28:11
16,19017,58050117,532,09-May-2022 19:28:11
17,19018,75010697,534,09-May-2022 19:28:11
18,19019,75010370,659,09-May-2022 19:28:11
19,19020,22080073,627,09-May-2022 19:28:11
20,19021,22320072,661,09-May-2022 19:28:11
21,19022,31320018,617,09-May-2022 19:28:11
22,19023,30300029,172,09-May-2022 19:28:11
23,19024,34280039,626,09-May-2022 19:28:11
24,19025,34150018,502,09-May-2022 19:28:11
25,19026,39061036,295,09-May-2022 19:28:11
26,19027,11020050,648,09-May-2022 19:28:11
27,19028,10220069,301,09-May-2022 19:28:11
28,19029,17260017,326,09-May-2022 19:28:11
29,19030,55110027,506,09-May-2022 19:28:11
30,19031,21080233,452,09-May-2022 19:28:11
31,19032,16080057,525,09-May-2022 19:28:12
32,19033,62020008,432,09-May-2022 19:28:12
33,19034,35190007,440,09-May-2022 19:28:12
34,19035,26080020,258,09-May-2022 19:28:12
35,19036,29190003,188,09-May-2022 19:28:12
36,19037,29220014,160,09-May-2022 19:28:12
37,19038,32060007,558,09-May-2022 19:28:12
38,19039,76030375,272,09-May-2022 19:28:12
39,19040,74040401,646,09-May-2022 19:28:12
40,19041,73110020,565,09-May-2022 19:28:12
41,19042,74030304,663,09-May-2022 19:28:12
42,19043,21080086,395,09-May-2022 19:28:12
43,19044,56360034,540,09-May-2022 19:28:12
44,19045,17170026,529,09-May-2022 19:28:12
45,19046,3010014,532,09-May-2022 19:28:12
46,19047,5100006,658,09-May-2022 19:28:12
47,19048,10040020,532,09-May-2022 19:28:12
48,19049,37480051,431,09-May-2022 19:28:12
49,19050,74040532,545,09-May-2022 19:28:12
0,19051,34240099,691,09-May-2022 19:28:12
1,19052,17100037,503,09-May-2022 19:28:13
2,19053,52050018,493,09-May-2022 19:28:13
3,19054,45250004,451,09-May-2022 19:28:13
4,19055,45320013,528,09-May-2022 19:28:13
5,19056,37080114,664,09-May-2022 19:28:13
6,19057,39060951,492,09-May-2022 19:28:13
7,19058,22480006,541,09-May-2022 19:28:13
8,19059,24020423,548,09-May-2022 19:28:13
9,19060,24020611,553,09-May-2022 19:28:13
10,19061,21230023,599,09-May-2022 19:28:13
11,19062,76040286,679,09-May-2022 19:28:13
12,19063,75040005,670,09-May-2022 19:28:13
13,19064,76010156,558,09-May-2022 19:28:13
14,19065,76020258,631,09-May-2022 19:28:13
15,19066,72190005,512,09-May-2022 19:28:13
16,19067,73320194,498,09-May-2022 19:28:13
17,19068,73320115,641,09-May-2022 19:28:13
18,19069,74040026,469,09-May-2022 19:28:13
19,19070,64170001,482,09-May-2022 19:28:13
20,19071,10140106,607,09-May-2022 19:28:13
21,19072,10050019,403,09-May-2022 19:28:14
22,19073,10050016,294,09-May-2022 19:28:14
23,19074,39010304,532,09-May-2022 19:28:14
24,19075,34280034,627,09-May-2022 19:28:14
25,19076,22170557,619,09-May-2022 19:28:14
26,19077,22520003,631,09-May-2022 19:28:14
27,19078,21190039,485,09-May-2022 19:28:14
28,19079,21230058,576,09-May-2022 19:28:14
29,19080,21030134,635,09-May-2022 19:28:14
30,19081,76050330,447,09-May-2022 19:28:14
31,19082,76070504,581,09-May-2022 19:28:14
32,19083,75010650,630,09-May-2022 19:28:14
33,19084,74030268,614,09-May-2022 19:28:14
34,19085,53120001,530,09-May-2022 19:28:14
35,19086,21060277,599,09-May-2022 19:28:14
36,19087,10140079,489,09-May-2022 19:28:14
37,19088,10280130,672,09-May-2022 19:28:14
38,19089,45240060,721,09-May-2022 19:28:14
39,19090,74041943,613,09-May-2022 19:28:15
40,19091,76030316,565,09-May-2022 19:28:15
41,19092,56190012,512,09-May-2022 19:28:15
42,19093,49030260,499,09-May-2022 19:28:15
43,19094,54130048,473,09-May-2022 19:28:15
44,19095,15290038,667,09-May-2022 19:28:15
45,19096,14230079,675,09-May-2022 19:28:15
46,19097,54190012,648,09-May-2022 19:28:15
47,19098,6090030,278,09-May-2022 19:28:15
48,19099,8100028,598,09-May-2022 19:28:15
49,19100,10050201,648,09-May-2022 19:28:15
0,19101,34240112,703,09-May-2022 19:28:15
1,19102,37200015,371,09-May-2022 19:28:15
2,19103,21180212,679,09-May-2022 19:28:15
3,19104,82010048,533,09-May-2022 19:28:15
4,19105,75040334,544,09-May-2022 19:28:15
5,19106,76030156,671,09-May-2022 19:28:15
6,19107,68100018,337,09-May-2022 19:28:15
7,19108,21090317,470,09-May-2022 19:28:16
8,19109,10180012,565,09-May-2022 19:28:16
9,19110,11020024,664,09-May-2022 19:28:16
10,19111,5140007,572,09-May-2022 19:28:16
11,19112,40040023,456,09-May-2022 19:28:16
12,19113,22300200,471,09-May-2022 19:28:16
13,19114,21020020,378,09-May-2022 19:28:16
14,19115,76030214,640,09-May-2022 19:28:16
15,19116,76030377,458,09-May-2022 19:28:16
16,19117,58020296,473,09-May-2022 19:28:17
17,19118,56170002,485,09-May-2022 19:28:17
18,19119,21090027,571,09-May-2022 19:28:17
19,19120,21030392,511,09-May-2022 19:28:17
20,19121,49140014,654,09-May-2022 19:28:17
21,19122,14190105,505,09-May-2022 19:28:17
22,19123,11100042,604,09-May-2022 19:28:17
23,19124,11130036,228,09-May-2022 19:28:17
24,19125,34040045,556,09-May-2022 19:28:17
25,19126,26130028,613,09-May-2022 19:28:17
26,19127,31270017,414,09-May-2022 19:28:17
27,19128,21180154,227,09-May-2022 19:28:17
28,19129,21030368,456,09-May-2022 19:28:17
29,19130,86050004,417,09-May-2022 19:28:17
30,19131,76030325,615,09-May-2022 19:28:17
31,19132,75010274,624,09-May-2022 19:28:17
32,19133,74030569,622,09-May-2022 19:28:17
33,19134,74040348,521,09-May-2022 19:28:17
34,19135,58050184,508,09-May-2022 19:28:17
35,19136,21080069,577,09-May-2022 19:28:18
36,19137,21090015,548,09-May-2022 19:28:18
37,19138,15060041,559,09-May-2022 19:28:18
38,19139,17290007,215,09-May-2022 19:28:18
39,19140,12050013,531,09-May-2022 19:28:18
40,19141,12380021,412,09-May-2022 19:28:18
41,19142,39141851,444,09-May-2022 19:28:18
42,19143,47150006,493,09-May-2022 19:28:18
43,19144,28120090,453,09-May-2022 19:28:18
44,19145,21130050,493,09-May-2022 19:28:18
45,19146,76030002,556,09-May-2022 19:28:18
46,19147,74040237,619,09-May-2022 19:28:18
47,19148,65110072,432,09-May-2022 19:28:18
48,19149,57020032,685,09-May-2022 19:28:18
49,19150,56450112,541,09-May-2022 19:28:18
0,19151,34040246,538,09-May-2022 19:28:19
1,19152,39060936,387,09-May-2022 19:28:19
2,19153,37130025,254,09-May-2022 19:28:19
3,19154,30220126,637,09-May-2022 19:28:19
4,19155,30220158,136,09-May-2022 19:28:19
5,19156,22300251,616,09-May-2022 19:28:19
6,19157,21220091,571,09-May-2022 19:28:19
7,19158,76050384,635,09-May-2022 19:28:19
8,19159,75010741,536,09-May-2022 19:28:19
9,19160,76010015,586,09-May-2022 19:28:19
10,19161,76020326,654,09-May-2022 19:28:19
11,19162,63030106,473,09-May-2022 19:28:19
12,19163,14030091,638,09-May-2022 19:28:19
13,19164,21060106,629,09-May-2022 19:28:19
14,19165,54070039,656,09-May-2022 19:28:19
15,19166,14100150,557,09-May-2022 19:28:19
16,19167,45110021,653,09-May-2022 19:28:19
17,19168,47040108,542,09-May-2022 19:28:19
18,19169,47060044,312,09-May-2022 19:28:19
19,19170,34230008,366,09-May-2022 19:28:19
20,19171,63030021,564,09-May-2022 19:28:20
21,19172,58060040,667,09-May-2022 19:28:20
22,19173,74040133,629,09-May-2022 19:28:20
23,19174,74020282,652,09-May-2022 19:28:20
24,19175,74041085,549,09-May-2022 19:28:20
25,19176,76050271,544,09-May-2022 19:28:20
26,19177,76030430,536,09-May-2022 19:28:20
27,19178,24020634,532,09-May-2022 19:28:20
28,19179,22340024,629,09-May-2022 19:28:20
29,19180,28200035,546,09-May-2022 19:28:20
30,19181,34190005,498,09-May-2022 19:28:20
31,19182,42150075,434,09-May-2022 19:28:20
32,19183,10050171,590,09-May-2022 19:28:20
33,19184,14120071,562,09-May-2022 19:28:20
34,19185,14110098,692,09-May-2022 19:28:20
35,19186,21080090,544,09-May-2022 19:28:20
36,19187,25020022,547,09-May-2022 19:28:20
37,19188,48120001,504,09-May-2022 19:28:20
38,19189,24020741,489,09-May-2022 19:28:20
39,19190,24021085,618,09-May-2022 19:28:20
40,19191,71030025,511,09-May-2022 19:28:21
41,19192,21150024,635,09-May-2022 19:28:21
42,19193,56080070,560,09-May-2022 19:28:21
43,19194,56410003,607,09-May-2022 19:28:21
44,19195,56460004,611,09-May-2022 19:28:21
45,19196,58020625,512,09-May-2022 19:28:21
46,19197,58020594,579,09-May-2022 19:28:21
47,19198,49040063,520,09-May-2022 19:28:21
48,19199,75010252,615,09-May-2022 19:28:21
49,19200,74041130,582,09-May-2022 19:28:21
0,19201,76010380,542,09-May-2022 19:28:21
1,19202,75010815,629,09-May-2022 19:28:21
2,19203,77050008,531,09-May-2022 19:28:21
3,19204,22300051,588,09-May-2022 19:28:21
4,19205,35020003,339,09-May-2022 19:28:21
5,19206,34040024,570,09-May-2022 19:28:21
6,19207,39121703,575,09-May-2022 19:28:21
7,19208,39010561,453,09-May-2022 19:28:21
8,19209,41100005,506,09-May-2022 19:28:21
9,19210,54190021,672,09-May-2022 19:28:21
10,19211,10010045,584,09-May-2022 19:28:21
11,19212,12400015,617,09-May-2022 19:28:21
12,19213,10190037,499,09-May-2022 19:28:21
13,19214,22110008,685,09-May-2022 19:28:21
14,19215,50050007,633,09-May-2022 19:28:21
15,19216,21170061,586,09-May-2022 19:28:21
16,19217,71010066,681,09-May-2022 19:28:21
17,19218,21130021,443,09-May-2022 19:28:22
18,19219,55420037,460,09-May-2022 19:28:22
19,19220,21030299,594,09-May-2022 19:28:22
20,19221,21040045,647,09-May-2022 19:28:22
21,19222,14200345,592,09-May-2022 19:28:22
22,19223,13040015,648,09-May-2022 19:28:22
23,19224,52050061,580,09-May-2022 19:28:22
24,19225,53160115,640,09-May-2022 19:28:22
25,19226,44020013,420,09-May-2022 19:28:22
26,19227,47090022,478,09-May-2022 19:28:22
27,19228,39010405,607,09-May-2022 19:28:22
28,19229,30350005,592,09-May-2022 19:28:22
29,19230,33100037,508,09-May-2022 19:28:22
30,19231,76050270,472,09-May-2022 19:28:22
31,19232,76010350,637,09-May-2022 19:28:22
32,19233,74041460,567,09-May-2022 19:28:22
33,19234,75010351,590,09-May-2022 19:28:22
34,19235,75010604,470,09-May-2022 19:28:22
35,19236,74020192,598,09-May-2022 19:28:22
36,19237,55110091,528,09-May-2022 19:28:22
37,19238,55270089,325,09-May-2022 19:28:22
38,19239,19160003,449,09-May-2022 19:28:22
39,19240,34050011,626,09-May-2022 19:28:23
40,19241,34020034,646,09-May-2022 19:28:23
41,19242,75010955,582,09-May-2022 19:28:23
42,19243,75030042,626,09-May-2022 19:28:23
43,19244,76010223,659,09-May-2022 19:28:23
44,19245,76040037,507,09-May-2022 19:28:23
45,19246,74010011,594,09-May-2022 19:28:23
46,19247,74040131,627,09-May-2022 19:28:23
47,19248,21060111,657,09-May-2022 19:28:23
48,19249,22060021,530,09-May-2022 19:28:23
49,19250,63030435,507,09-May-2022 19:28:23
0,19251,15170030,458,09-May-2022 19:28:23
1,19252,16060031,511,09-May-2022 19:28:23
2,19253,52080005,559,09-May-2022 19:28:23
3,19254,53010013,607,09-May-2022 19:28:23
4,19255,45100017,450,09-May-2022 19:28:23
5,19256,37380205,694,09-May-2022 19:28:23
6,19257,24020464,412,09-May-2022 19:28:23
7,19258,24020711,529,09-May-2022 19:28:24
8,19259,69160261,583,09-May-2022 19:28:24
9,19260,21080171,502,09-May-2022 19:28:24
10,19261,11020225,416,09-May-2022 19:28:24
11,19262,13040053,520,09-May-2022 19:28:24
12,19263,52080081,438,09-May-2022 19:28:24
13,19264,54130105,490,09-May-2022 19:28:24
14,19265,39101326,339,09-May-2022 19:28:24
15,19266,34230010,582,09-May-2022 19:28:24
16,19267,35120012,525,09-May-2022 19:28:24
17,19268,25090055,626,09-May-2022 19:28:24
18,19269,85030010,492,09-May-2022 19:28:24
19,19270,75010130,529,09-May-2022 19:28:24
20,19271,74020021,602,09-May-2022 19:28:24
21,19272,67240029,592,09-May-2022 19:28:24
22,19273,21150040,632,09-May-2022 19:28:24
23,19274,21180075,496,09-May-2022 19:28:25
24,19275,71070054,549,09-May-2022 19:28:25
25,19276,50130025,522,09-May-2022 19:28:25
26,19277,21230039,674,09-May-2022 19:28:25
27,19278,21050064,324,09-May-2022 19:28:25
28,19279,14190036,519,09-May-2022 19:28:25
29,19280,14120129,664,09-May-2022 19:28:25
30,19281,53240007,501,09-May-2022 19:28:25
31,19282,47070010,560,09-May-2022 19:28:25
32,19283,39141806,514,09-May-2022 19:28:25
33,19284,34240122,591,09-May-2022 19:28:25
34,19285,34280213,649,09-May-2022 19:28:25
35,19286,30030017,440,09-May-2022 19:28:25
36,19287,31140099,579,09-May-2022 19:28:25
37,19288,24020095,440,09-May-2022 19:28:25
38,19289,76050218,659,09-May-2022 19:28:25
39,19290,76020360,673,09-May-2022 19:28:25
40,19291,73110003,457,09-May-2022 19:28:25
41,19292,74010004,596,09-May-2022 19:28:25
42,19293,69040015,702,09-May-2022 19:28:25
43,19294,70020029,556,09-May-2022 19:28:25
44,19295,25090076,610,09-May-2022 19:28:25
45,19296,21060096,628,09-May-2022 19:28:26
46,19297,14110114,650,09-May-2022 19:28:26
47,19298,12030026,550,09-May-2022 19:28:26
48,19299,5040065,559,09-May-2022 19:28:26
49,19300,10050100,565,09-May-2022 19:28:26
0,19301,43050296,658,09-May-2022 19:28:26
1,19302,47150004,547,09-May-2022 19:28:26
2,19303,47090030,495,09-May-2022 19:28:26
3,19304,36300042,444,09-May-2022 19:28:26
4,19305,22270004,692,09-May-2022 19:28:26
5,19306,22500004,672,09-May-2022 19:28:26
6,19307,78070008,290,09-May-2022 19:28:26
7,19308,76030387,664,09-May-2022 19:28:26
8,19309,75010693,405,09-May-2022 19:28:26
9,19310,10140060,521,09-May-2022 19:28:27
10,19311,10140092,647,09-May-2022 19:28:27
11,19312,39141523,417,09-May-2022 19:28:27
12,19313,42160037,568,09-May-2022 19:28:27
13,19314,58080124,598,09-May-2022 19:28:27
14,19315,21060045,642,09-May-2022 19:28:27
15,19316,34240141,603,09-May-2022 19:28:27
16,19317,36210027,361,09-May-2022 19:28:27
17,19318,75030138,692,09-May-2022 19:28:27
18,19319,65080051,573,09-May-2022 19:28:27
19,19320,37310027,549,09-May-2022 19:28:27
20,19321,34190019,517,09-May-2022 19:28:27
21,19322,22140005,711,09-May-2022 19:28:28
22,19323,22170376,521,09-May-2022 19:28:28
23,19324,21050074,607,09-May-2022 19:28:28
24,19325,17150015,435,09-May-2022 19:28:28
25,19326,11050034,432,09-May-2022 19:28:28
26,19327,5140079,554,09-May-2022 19:28:28
27,19328,54190033,524,09-May-2022 19:28:28
28,19329,43050069,637,09-May-2022 19:28:28
29,19330,45150001,681,09-May-2022 19:28:28
30,19331,45280090,560,09-May-2022 19:28:28
31,19332,39010628,540,09-May-2022 19:28:28
32,19333,34030177,545,09-May-2022 19:28:28
33,19334,34240223,614,09-May-2022 19:28:28
34,19335,34280010,625,09-May-2022 19:28:28
35,19336,30050023,310,09-May-2022 19:28:28
36,19337,33100045,372,09-May-2022 19:28:28
37,19338,33140122,541,09-May-2022 19:28:28
38,19339,22300317,606,09-May-2022 19:28:28
39,19340,75020187,576,09-May-2022 19:28:28
40,19341,75010367,551,09-May-2022 19:28:28
41,19342,73220126,671,09-May-2022 19:28:28
42,19343,74040013,598,09-May-2022 19:28:28
43,19344,63030081,585,09-May-2022 19:28:28
44,19345,56270048,545,09-May-2022 19:28:28
45,19346,49080100,592,09-May-2022 19:28:28
46,19347,49040082,570,09-May-2022 19:28:29
47,19348,39061091,433,09-May-2022 19:28:29
48,19349,39131231,600,09-May-2022 19:28:29
49,19350,34140029,276,09-May-2022 19:28:29
0,19351,24010005,630,09-May-2022 19:28:29
1,19352,21030146,495,09-May-2022 19:28:29
2,19353,21060349,589,09-May-2022 19:28:29
3,19354,14120132,625,09-May-2022 19:28:29
4,19355,16060007,336,09-May-2022 19:28:29
5,19356,4140010,506,09-May-2022 19:28:29
6,19357,5020062,486,09-May-2022 19:28:29
7,19358,76050328,364,09-May-2022 19:28:29
8,19359,78040016,387,09-May-2022 19:28:29
9,19360,76020347,628,09-May-2022 19:28:29
10,19361,74041841,572,09-May-2022 19:28:29
11,19362,72020001,531,09-May-2022 19:28:29
12,19363,74040312,508,09-May-2022 19:28:29
13,19364,74040166,489,09-May-2022 19:28:29
14,19365,49030142,577,09-May-2022 19:28:29
15,19366,71110014,558,09-May-2022 19:28:30
16,19367,62120032,438,09-May-2022 19:28:30
17,19368,24020266,504,09-May-2022 19:28:30
18,19369,80070042,535,09-May-2022 19:28:30
19,19370,75020126,521,09-May-2022 19:28:30
20,19371,30250043,586,09-May-2022 19:28:30
21,19372,22110055,570,09-May-2022 19:28:30
22,19373,10180020,497,09-May-2022 19:28:30
23,19374,74020129,627,09-May-2022 19:28:30
24,19375,10280132,668,09-May-2022 19:28:30
25,19376,55240003,642,09-May-2022 19:28:30
26,19377,11020133,647,09-May-2022 19:28:30
27,19378,37410032,369,09-May-2022 19:28:30
28,19379,74041511,675,09-May-2022 19:28:30
29,19380,21100045,391,09-May-2022 19:28:30
30,19381,31250008,445,09-May-2022 19:28:30
31,19382,58020110,465,09-May-2022 19:28:30
32,19383,34110039,663,09-May-2022 19:28:30
33,19384,31350138,654,09-May-2022 19:28:31
34,19385,21090315,529,09-May-2022 19:28:31
35,19386,37010032,335,09-May-2022 19:28:31
36,19387,45040106,603,09-May-2022 19:28:31
37,19388,53040033,465,09-May-2022 19:28:31
38,19389,58040020,601,09-May-2022 19:28:31
39,19390,10280068,653,09-May-2022 19:28:31
40,19391,16030081,688,09-May-2022 19:28:31
41,19392,21090324,546,09-May-2022 19:28:31
42,19393,31320039,606,09-May-2022 19:28:31
43,19394,62060035,522,09-May-2022 19:28:31
44,19395,75010333,404,09-May-2022 19:28:31
45,19396,74041257,530,09-May-2022 19:28:31
46,19397,76010373,621,09-May-2022 19:28:31
47,19398,75040361,658,09-May-2022 19:28:31
48,19399,38100033,329,09-May-2022 19:28:31
49,19400,74030581,566,09-May-2022 19:28:32
0,19401,76050058,609,09-May-2022 19:28:32
1,19402,21050012,546,09-May-2022 19:28:32
2,19403,76040463,587,09-May-2022 19:28:32
3,19404,74050122,533,09-May-2022 19:28:32
4,19405,80030042,403,09-May-2022 19:28:32
5,19406,74040849,622,09-May-2022 19:28:32
6,19407,75040039,599,09-May-2022 19:28:32
7,19408,35040040,687,09-May-2022 19:28:32
8,19409,37150057,546,09-May-2022 19:28:32
9,19410,43050211,625,09-May-2022 19:28:32
10,19411,55260045,536,09-May-2022 19:28:32
11,19412,74030095,618,09-May-2022 19:28:33
12,19413,73320010,474,09-May-2022 19:28:33
13,19414,39010069,494,09-May-2022 19:28:33
14,19415,25060048,664,09-May-2022 19:28:33
15,19416,74050063,556,09-May-2022 19:28:33
16,19417,45300010,549,09-May-2022 19:28:33
17,19418,31200025,639,09-May-2022 19:28:33
18,19419,43050119,686,09-May-2022 19:28:33
19,19420,42080027,427,09-May-2022 19:28:33
20,19421,58130043,662,09-May-2022 19:28:33
21,19422,5070002,499,09-May-2022 19:28:33
22,19423,12010010,324,09-May-2022 19:28:33
23,19424,30450006,577,09-May-2022 19:28:33
24,19425,17260036,476,09-May-2022 19:28:33
25,19426,76020081,494,09-May-2022 19:28:34
26,19427,74040188,453,09-May-2022 19:28:34
27,19428,55140035,509,09-May-2022 19:28:34
28,19429,21080164,661,09-May-2022 19:28:34
29,19430,17180101,614,09-May-2022 19:28:34
30,19431,10140078,632,09-May-2022 19:28:34
31,19432,12130004,548,09-May-2022 19:28:34
32,19433,13020002,645,09-May-2022 19:28:34
33,19434,49290055,660,09-May-2022 19:28:34
34,19435,53200013,661,09-May-2022 19:28:34
35,19436,46120028,555,09-May-2022 19:28:34
36,19437,38100032,297,09-May-2022 19:28:34
37,19438,38020025,604,09-May-2022 19:28:34
38,19439,31330020,461,09-May-2022 19:28:34
39,19440,23180068,484,09-May-2022 19:28:34
40,19441,21100014,664,09-May-2022 19:28:34
41,19442,76070153,685,09-May-2022 19:28:35
42,19443,24020712,515,09-May-2022 19:28:35
43,19444,74041683,619,09-May-2022 19:28:35
44,19445,75010043,437,09-May-2022 19:28:35
45,19446,75010052,460,09-May-2022 19:28:35
46,19447,75010277,542,09-May-2022 19:28:35
47,19448,22120014,620,09-May-2022 19:28:35
48,19449,21150054,640,09-May-2022 19:28:35
49,19450,74010320,647,09-May-2022 19:28:35
0,19451,16080009,552,09-May-2022 19:28:35
1,19452,17320027,566,09-May-2022 19:28:35
2,19453,19010013,381,09-May-2022 19:28:35
3,19454,19030015,583,09-May-2022 19:28:35
4,19455,10080025,539,09-May-2022 19:28:35
5,19456,58090019,575,09-May-2022 19:28:35
6,19457,38070036,203,09-May-2022 19:28:35
7,19458,34050404,576,09-May-2022 19:28:35
8,19459,75040457,558,09-May-2022 19:28:35
9,19460,19080006,594,09-May-2022 19:28:36
10,19461,21030275,588,09-May-2022 19:28:36
11,19462,21110044,466,09-May-2022 19:28:36
12,19463,11020177,378,09-May-2022 19:28:36
13,19464,11060026,487,09-May-2022 19:28:36
14,19465,5070052,450,09-May-2022 19:28:36
15,19466,10060007,504,09-May-2022 19:28:36
16,19467,44020010,459,09-May-2022 19:28:36
17,19468,24021387,502,09-May-2022 19:28:36
18,19469,31150003,435,09-May-2022 19:28:36
19,19470,22260097,717,09-May-2022 19:28:36
20,19471,24020517,545,09-May-2022 19:28:36
21,19472,24021237,193,09-May-2022 19:28:36
22,19473,76040309,673,09-May-2022 19:28:36
23,19474,76050115,615,09-May-2022 19:28:36
24,19475,75030096,674,09-May-2022 19:28:36
25,19476,74040402,558,09-May-2022 19:28:36
26,19477,74040576,645,09-May-2022 19:28:36
27,19478,74041069,626,09-May-2022 19:28:36
28,19479,74010086,539,09-May-2022 19:28:36
29,19480,74030196,531,09-May-2022 19:28:36
30,19481,58010022,525,09-May-2022 19:28:36
31,19482,17320038,472,09-May-2022 19:28:37
32,19483,14160055,547,09-May-2022 19:28:37
33,19484,10310024,682,09-May-2022 19:28:37
34,19485,10310163,501,09-May-2022 19:28:37
35,19486,5070043,539,09-May-2022 19:28:37
36,19487,8050030,638,09-May-2022 19:28:37
37,19488,10060022,519,09-May-2022 19:28:37
38,19489,53050021,576,09-May-2022 19:28:37
39,19490,48050006,589,09-May-2022 19:28:37
40,19491,37470197,564,09-May-2022 19:28:37
41,19492,31340028,376,09-May-2022 19:28:37
42,19493,75040082,699,09-May-2022 19:28:37
43,19494,76030287,509,09-May-2022 19:28:37
44,19495,75010203,631,09-May-2022 19:28:37
45,19496,72230020,602,09-May-2022 19:28:37
46,19497,73170013,576,09-May-2022 19:28:37
47,19498,73220080,488,09-May-2022 19:28:37
48,19499,63030299,574,09-May-2022 19:28:37
49,19500,19140047,504,09-May-2022 19:28:37
0,19501,22170092,688,09-May-2022 19:28:37
1,19502,55180108,694,09-May-2022 19:28:37
2,19503,21030098,579,09-May-2022 19:28:37
3,19504,14010015,689,09-May-2022 19:28:37
4,19505,10210117,587,09-May-2022 19:28:37
5,19506,63160025,434,09-May-2022 19:28:38
6,19507,21040066,630,09-May-2022 19:28:38
7,19508,5070042,485,09-May-2022 19:28:38
8,19509,5080006,494,09-May-2022 19:28:38
9,19510,10140003,531,09-May-2022 19:28:38
10,19511,48110035,592,09-May-2022 19:28:38
11,19512,49050023,367,09-May-2022 19:28:38
12,19513,53060052,555,09-May-2022 19:28:38
13,19514,46040010,560,09-May-2022 19:28:38
14,19515,37470013,594,09-May-2022 19:28:38
15,19516,39061060,300,09-May-2022 19:28:38
16,19517,34280205,641,09-May-2022 19:28:38
17,19518,33060004,239,09-May-2022 19:28:38
18,19519,22340083,465,09-May-2022 19:28:38
19,19520,24120012,601,09-May-2022 19:28:38
20,19521,21100005,485,09-May-2022 19:28:38
21,19522,21090255,563,09-May-2022 19:28:38
22,19523,75030098,704,09-May-2022 19:28:38
23,19524,74040703,618,09-May-2022 19:28:38
24,19525,75010036,560,09-May-2022 19:28:38
25,19526,74040474,563,09-May-2022 19:28:38
26,19527,17330014,350,09-May-2022 19:28:38
27,19528,10140091,595,09-May-2022 19:28:38
28,19529,21050093,447,09-May-2022 19:28:39
29,19530,17280016,569,09-May-2022 19:28:39
30,19531,10190040,641,09-May-2022 19:28:39
31,19532,12420020,559,09-May-2022 19:28:39
32,19533,12240031,515,09-May-2022 19:28:39
33,19534,51100034,501,09-May-2022 19:28:39
34,19535,52150029,483,09-May-2022 19:28:39
35,19536,45010010,726,09-May-2022 19:28:39
36,19537,37100064,217,09-May-2022 19:28:39
37,19538,34050351,587,09-May-2022 19:28:39
38,19539,33050015,511,09-May-2022 19:28:39
39,19540,77050018,550,09-May-2022 19:28:39
40,19541,75040542,622,09-May-2022 19:28:39
41,19542,74030186,680,09-May-2022 19:28:39
42,19543,58110068,372,09-May-2022 19:28:39
43,19544,59060015,259,09-May-2022 19:28:39
44,19545,69050104,507,09-May-2022 19:28:39
45,19546,55180062,656,09-May-2022 19:28:39
46,19547,58020076,365,09-May-2022 19:28:39
47,19548,76030310,652,09-May-2022 19:28:40
48,19549,76010053,629,09-May-2022 19:28:40
49,19550,75020024,595,09-May-2022 19:28:40
0,19551,75010755,609,09-May-2022 19:28:40
1,19552,48080006,582,09-May-2022 19:28:40
2,19553,76050103,439,09-May-2022 19:28:40
3,19554,21190044,385,09-May-2022 19:28:40
4,19555,10050073,625,09-May-2022 19:28:40
5,19556,63030218,550,09-May-2022 19:28:40
6,19557,5170084,470,09-May-2022 19:28:40
7,19558,24020011,541,09-May-2022 19:28:40
8,19559,55220119,515,09-May-2022 19:28:40
9,19560,10120061,650,09-May-2022 19:28:40
10,19561,17010001,455,09-May-2022 19:28:40
11,19562,16060009,518,09-May-2022 19:28:40
12,19563,34280237,630,09-May-2022 19:28:40
13,19564,64050015,520,09-May-2022 19:28:40
14,19565,22190128,624,09-May-2022 19:28:40
15,19566,37190009,521,09-May-2022 19:28:41
16,19567,39061585,557,09-May-2022 19:28:41
17,19568,58140024,470,09-May-2022 19:28:41
18,19569,10050200,590,09-May-2022 19:28:41
19,19570,8060089,642,09-May-2022 19:28:41
20,19571,10300042,527,09-May-2022 19:28:41
21,19572,10140298,489,09-May-2022 19:28:41
22,19573,56240144,692,09-May-2022 19:28:41
23,19574,15140002,607,09-May-2022 19:28:41
24,19575,21080040,596,09-May-2022 19:28:41
25,19576,56240011,631,09-May-2022 19:28:41
26,19577,56030020,508,09-May-2022 19:28:41
27,19578,55060044,595,09-May-2022 19:28:41
28,19579,74040029,507,09-May-2022 19:28:41
29,19580,74040464,534,09-May-2022 19:28:41
30,19581,21130038,580,09-May-2022 19:28:41
31,19582,28160025,641,09-May-2022 19:28:41
32,19583,34240147,590,09-May-2022 19:28:41
33,19584,34170080,589,09-May-2022 19:28:41
34,19585,48080008,507,09-May-2022 19:28:41
35,19586,37150036,408,09-May-2022 19:28:42
36,19587,63030114,546,09-May-2022 19:28:42
37,19588,34050004,488,09-May-2022 19:28:42
